position|id|FullName|worth_BUSD|worthChange_MUSD|Industry|Company|n_age|gender|image
1716|5190|OU XUEMING|1.4|0.0|Real Estate |real estate|69|Male|https://specials-images.forbesimg.com/imageserve/5a7b99144bbe6f2652f4f1ec/416x416.jpg?background=000000&cropX1=2137&cropX2=5492&cropY1=24&cropY2=3377
1717|3179|MARKUS PERSSON|1.4|0.0|Media & Entertainment |computer games|39|Male|https://specials-images.forbesimg.com/imageserve/5a8120c84bbe6f2652f545eb/416x416.jpg?background=000000&cropX1=3&cropX2=1344&cropY1=9&cropY2=1349
1718|2442|VICTOR PINCHUK|1.4|0.0|Metals & Mining |steel pipes, diversified|57|Male|https://specials-images.forbesimg.com/imageserve/5a814f004bbe6f2652f54790/416x416.jpg?background=000000&cropX1=17&cropX2=2820&cropY1=120&cropY2=2926
1719|1202|ALBERTO PRADA|1.4|0.0|Fashion & Retail |luxury goods|999|Male|https://specials-images.forbesimg.com/imageserve/5a814f004bbe6f2652f54790/416x416.jpg?background=000000&cropX1=17&cropX2=2820&cropY1=120&cropY2=2926
1720|8389|MARINA PRADA|1.4|0.0|Fashion & Retail |luxury goods|999|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f97da31358e4955ad1e5c/416x416.jpg?background=000000&cropX1=131&cropX2=1695&cropY1=72&cropY2=1636
1721|2049|FORREST PRESTON|1.4|0.0|Healthcare |health care|85|Male|https://specials-images.forbesimg.com/imageserve/580f60ee31358e2383160e88/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=100&cropY2=844
1722|6142|JERRY REINSDORF|1.4|0.0|Sports |sports teams|82|Male|https://specials-images.forbesimg.com/imageserve/5a908704a7ea434a0c2720b7/416x416.jpg?background=000000&cropX1=1183&cropX2=2387&cropY1=725&cropY2=1930
1723|3361|FERNANDO ROIG|1.4|0.0|Fashion & Retail |supermarkets|70|Male|https://specials-images.forbesimg.com/imageserve/5a810d5b4bbe6f2652f54498/416x416.jpg?background=000000&cropX1=297&cropX2=1859&cropY1=173&cropY2=1734
1724|5690|SUBHASH RUNWAL|1.4|0.0|Real Estate |real estate|75|Male|https://specials-images.forbesimg.com/imageserve/b6a4b0d26940920c26d510c6ec17bbf6/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=108&cropY2=852
1725|4411|YOSHIYUKI SANKAI|1.4|0.0|Technology |robotics|59|Unknown|https://specials-images.forbesimg.com/imageserve/5ac25818a7ea432fbc1dc9bf/416x416.jpg?background=000000&cropX1=1291&cropX2=2908&cropY1=1051&cropY2=2667
1726|1255|KIRILL SHAMALOV|1.4|0.0|Energy |petrochemicals|36|Male|https://specials-images.forbesimg.com/imageserve/5a80a9b54bbe6f2652f53e96/416x416.jpg?background=000000&cropX1=769&cropX2=3201&cropY1=0&cropY2=2432
1727|9657|SHIN DONG-BIN|1.4|0.001|Fashion & Retail |retail|63|Male|https://specials-images.forbesimg.com/imageserve/5b15b3cba7ea436b547f617f/416x416.jpg?background=000000&cropX1=265&cropX2=1438&cropY1=0&cropY2=1172
1728|9600|EVGENY (EUGENE) SHVIDLER|1.4|0.0|Energy |oil & gas, investments|54|Male|https://specials-images.forbesimg.com/imageserve/56d0cda7e4b0c144a7f65cb5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792
1729|1078|JASMINDER SINGH|1.4|0.0|Real Estate |hotels|67|Unknown|https://specials-images.forbesimg.com/imageserve/8fb4b0d6a42a8185e60bd39594b5f2e6/416x416.jpg?background=000000&cropX1=143&cropX2=676&cropY1=8&cropY2=541
1730|6481|MARTUA SITORUS|1.4|0.0|Manufacturing |palm oil|58|Male|https://specials-images.forbesimg.com/imageserve/5834b29931358e698ada7d4b/416x416.jpg?background=000000&cropX1=50&cropX2=668&cropY1=53&cropY2=672
1731|8547|PETER SPERLING|1.4|4.869|Service |education|58|Unknown|https://specials-images.forbesimg.com/imageserve/91f3da758eeea38c95c76fe1260352d0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744
1732|3683|JERZY STARAK|1.4|0.0|Healthcare |pharmaceuticals|70|Male|https://specials-images.forbesimg.com/imageserve/5a8715d131358e4955ada12a/416x416.jpg?background=000000&cropX1=125&cropX2=1118&cropY1=139&cropY2=1133
1733|2216|MANNY STUL|1.4|0.0|Manufacturing |toys|69|Male|https://specials-images.forbesimg.com/imageserve/58af90e5a7ea431f321a124b/416x416.jpg?background=000000&cropX1=196&cropX2=486&cropY1=340&cropY2=630
1734|3113|SU RUBO|1.4|0.0|Real Estate |real estate|63|Male|https://specials-images.forbesimg.com/imageserve/58af90e5a7ea431f321a124b/416x416.jpg?background=000000&cropX1=196&cropX2=486&cropY1=340&cropY2=630
1735|9910|FUAT TOSYALI|1.4|0.0|Metals & Mining |steel|55|Unknown|https://specials-images.forbesimg.com/imageserve/58af90e5a7ea431f321a124b/416x416.jpg?background=000000&cropX1=196&cropX2=486&cropY1=340&cropY2=630
1736|9279|KENNY TROUTT|1.4|0.0|Telecom |telecom|70|Male|https://specials-images.forbesimg.com/imageserve/b491c82df35b9f005aeda31736537e21/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=98&cropY2=842
1737|7248|RUFINO VIGIL GONZALEZ|1.4|0.0|Metals & Mining |steel|70|Male|https://specials-images.forbesimg.com/imageserve/442e1e3ce8c058cb0c8d31e6555c38df/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854
1738|8761|WANG JIANFENG|1.4|0.0|Automotive |auto parts|48|Male|https://specials-images.forbesimg.com/imageserve/442e1e3ce8c058cb0c8d31e6555c38df/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=110&cropY2=854
1739|9329|WANG JING|1.4|0.0|Telecom |telecom services|45|Male|https://specials-images.forbesimg.com/imageserve/58864f9c5ce6b0e1785051fdc8c26f09/416x416.jpg?background=000000&cropX1=6&cropX2=740&cropY1=153&cropY2=888
1740|8435|WANG QUNBIN|1.4|0.0|Diversified |conglomerate|48|Male|https://specials-images.forbesimg.com/imageserve/5a7cf9434bbe6f2652f510e6/416x416.jpg?background=000000&cropX1=1931&cropX2=3868&cropY1=662&cropY2=2598
1741|2104|DAN WILKS|1.4|0.002|Energy |natural gas|62|Male|https://specials-images.forbesimg.com/imageserve/8fc970638be98f55b64ae148840cddad/416x416.jpg?background=000000&cropX1=106&cropX2=726&cropY1=48&cropY2=668
1742|1522|FARRIS WILKS|1.4|0.002|Energy |natural gas|66|Male|https://specials-images.forbesimg.com/imageserve/5a871699a7ea43169013aedf/416x416.jpg?background=000000&cropX1=74&cropX2=547&cropY1=85&cropY2=559
1743|2286|THOMAS WU|1.4|0.0|Finance and Investments |finance|68|Male|https://specials-images.forbesimg.com/imageserve/57769e7931358e0aa22dc537/416x416.jpg?background=000000&cropX1=90&cropX2=613&cropY1=56&cropY2=580
1744|8563|YI ZHENG|1.4|0.0|Technology |software|47|Male|https://specials-images.forbesimg.com/imageserve/57769e7931358e0aa22dc537/416x416.jpg?background=000000&cropX1=90&cropX2=613&cropY1=56&cropY2=580
1745|1079|YUAN FUGEN|1.4|0.0|Manufacturing |metal processing|67|Unknown|https://specials-images.forbesimg.com/imageserve/57769e7931358e0aa22dc537/416x416.jpg?background=000000&cropX1=90&cropX2=613&cropY1=56&cropY2=580
1746|4674|RICHARD YUENGLING, JR.|1.4|0.0|Food and Beverage |beer|75|Male|https://specials-images.forbesimg.com/imageserve/5a908941a7ea434a0c2720de/416x416.jpg?background=000000&cropX1=817&cropX2=3140&cropY1=1101&cropY2=3423
1747|1094|GAVRIL YUSHVAEV|1.4|0.0|Finance and Investments |precious metals, real estate|60|Unknown|https://specials-images.forbesimg.com/imageserve/5a80a54fa7ea431690133afd/416x416.jpg?background=000000&cropX1=31&cropX2=790&cropY1=43&cropY2=801
1748|9379|ZENG KAITIAN|1.4||Technology |online games|43|Male|https://specials-images.forbesimg.com/imageserve/5a80a54fa7ea431690133afd/416x416.jpg?background=000000&cropX1=31&cropX2=790&cropY1=43&cropY2=801
1749|6046|ZHANG WANZHEN|1.4|0.0|Manufacturing |electronic components|68|Unknown|https://specials-images.forbesimg.com/imageserve/5a80a54fa7ea431690133afd/416x416.jpg?background=000000&cropX1=31&cropX2=790&cropY1=43&cropY2=801
1750|2786|ZHANG YUBAI|1.4|0.0|Food and Beverage |wine|53|Male|https://specials-images.forbesimg.com/imageserve/5a8dfe6a4bbe6f2652f62d58/416x416.jpg?background=000000&cropX1=0&cropX2=720&cropY1=44&cropY2=764
1751|2898|CHANGPENG ZHAO|1.4|0.0|Finance and Investments |cryptocurrency|999|Unknown|https://specials-images.forbesimg.com/imageserve/5a7d26554bbe6f2652f51297/416x416.jpg?background=000000&cropX1=789&cropX2=3360&cropY1=97&cropY2=2670
1752|5580|ZHOU YIFENG|1.4|0.0|Manufacturing |chemicals|49|Unknown|https://specials-images.forbesimg.com/imageserve/5a7d26554bbe6f2652f51297/416x416.jpg?background=000000&cropX1=789&cropX2=3360&cropY1=97&cropY2=2670
1753|3409|ZHOU YONGLI|1.4|0.0|Manufacturing |conglomerate|63|Male|https://specials-images.forbesimg.com/imageserve/589f2ffda7ea431f321947f2/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746
1754|8785|ZHU WENCHEN|1.4|0.0|Healthcare |pharmaceuticals|52|Unknown|https://specials-images.forbesimg.com/imageserve/2ab35b49b2ece993fb88ee046c098dea/416x416.jpg?background=000000&cropX1=42&cropX2=744&cropY1=44&cropY2=747
1755|5343|AHMET NAZIF ZORLU|1.4|0.0|Diversified |diversified|73|Male|https://specials-images.forbesimg.com/imageserve/5a8144134bbe6f2652f54724/416x416.jpg?background=000000&cropX1=156&cropX2=1407&cropY1=79&cropY2=1329
1756|7367|LEN AINSWORTH|1.3|0.0|Gambling & Casinos |betting machines|94|Male|https://specials-images.forbesimg.com/imageserve/59f74a37a7ea436b47b48aab/416x416.jpg?background=000000&cropX1=2&cropX2=1173&cropY1=73&cropY2=1245
1757|3901|EDMUND ANSIN|1.3|0.0|Media & Entertainment |television|82|Male|https://specials-images.forbesimg.com/imageserve/59f74a37a7ea436b47b48aab/416x416.jpg?background=000000&cropX1=2&cropX2=1173&cropY1=73&cropY2=1245
1758|6729|MARKUS BLOCHER|1.3|0.0|Manufacturing |chemicals|47|Male|https://specials-images.forbesimg.com/imageserve/58a65e8b4bbe6f0e55870188/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=87&cropY2=828
1759|9323|LEONID BOGUSLAVSKY|1.3|0.0|Finance and Investments |venture capital|67|Male|https://specials-images.forbesimg.com/imageserve/5a80aa4f31358e4955ad2b70/416x416.jpg?background=000000&cropX1=321&cropX2=2425&cropY1=9&cropY2=2111
1760|5851|JORGE HORACIO BRITO|1.3|0.0|Finance and Investments |banking|65|Unknown|https://specials-images.forbesimg.com/imageserve/5a7a2f9c31358e4955acc4c7/416x416.jpg?background=000000&cropX1=886&cropX2=3543&cropY1=11&cropY2=2667
1761|1483|SAKET BURMAN|1.3|0.0|Food and Beverage |consumer goods|41|Male|https://specials-images.forbesimg.com/imageserve/58a0dd82a7ea431f32195ac2/416x416.jpg?background=000000&cropX1=114&cropX2=674&cropY1=50&cropY2=611
1762|4817|STEVE CASE|1.3|0.001|Technology |AOL|59|Unknown|https://specials-images.forbesimg.com/imageserve/5a908ff631358e79a28a1f18/416x416.jpg?background=000000&cropX1=26&cropX2=2250&cropY1=77&cropY2=2300
1763|5162|JEFFREY CHEAH|1.3|0.0|Real Estate |property|73|Male|https://specials-images.forbesimg.com/imageserve/e727535940097f26824747f5e1551e37/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746
1764|1192|BRUCE CHENG|1.3|0.0|Technology |electronics|82|Male|https://specials-images.forbesimg.com/imageserve/d304679d94328b2f0da6abd0111eaead/416x416.jpg?background=000000&cropX1=2&cropX2=717&cropY1=63&cropY2=778
1765|3038|CHENG XIANFENG|1.3|0.0|Healthcare |pharmaceuticals|49|Unknown|https://specials-images.forbesimg.com/imageserve/d304679d94328b2f0da6abd0111eaead/416x416.jpg?background=000000&cropX1=2&cropX2=717&cropY1=63&cropY2=778
1766|7734|IVAN CHRENKO|1.3|0.0|Real Estate |real estate|50|Male|https://specials-images.forbesimg.com/imageserve/d304679d94328b2f0da6abd0111eaead/416x416.jpg?background=000000&cropX1=2&cropX2=717&cropY1=63&cropY2=778
1767|8462|EDUARDO COJUANGCO|1.3|0.0|Food and Beverage |food, drinks|83|Male|https://specials-images.forbesimg.com/imageserve/599b5f4431358e60d77698a8/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416
1768|7673|BRUNELLO CUCINELLI|1.3|0.0|Fashion & Retail |fashion|64|Unknown|https://specials-images.forbesimg.com/imageserve/5a7f84d24bbe6f2652f53304/416x416.jpg?background=000000&cropX1=727&cropX2=3986&cropY1=7&cropY2=3264
1769|9975|DARWIN DEASON|1.3|0.0|Service |Xerox|78|Unknown|https:http://specials-images.forbesimg.com/imageserve/5c6d108aa0562eb2d1cc12c2f9b4a345/416x416.jpg?background=000000&cropX1=203&cropX2=1035&cropY1=0&cropY2=833
1770|5055|ANDREA DELLA VALLE|1.3|0.0|Fashion & Retail |shoes|52|Male|https://specials-images.forbesimg.com/imageserve/5a7f82544bbe6f2652f532d7/416x416.jpg?background=000000&cropX1=0&cropX2=2158&cropY1=13&cropY2=2173
1771|2343|JAMIE DIMON|1.3|0.0|Finance and Investments |banking|62|Male|https://specials-images.forbesimg.com/imageserve/5a8d91b5a7ea43169014023a/416x416.jpg?background=000000&cropX1=743&cropX2=3217&cropY1=194&cropY2=2667
1772|8086|CHARLES DUNSTONE|1.3|0.0|Telecom |mobile phones|54|Male|https://specials-images.forbesimg.com/imageserve/5a8155e131358e4955ad335a/416x416.jpg?background=000000&cropX1=946&cropX2=4715&cropY1=8&cropY2=3781
1773|6924|BRUCE FLATT|1.3|0.0|Finance and Investments |money management|53|Male|https://specials-images.forbesimg.com/imageserve/5a7ba2fa31358e4955ace091/416x416.jpg?background=000000&cropX1=248&cropX2=1918&cropY1=127&cropY2=1798
1774|3220|FU MEICHENG|1.3|0.0|Media & Entertainment |TV shows, movies|60|Unknown|https://specials-images.forbesimg.com/imageserve/c117a242f07351ebadec8a87798f7239/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=89&cropY2=832
1775|6189|SOICHIRO FUKUTAKE|1.3|0.0|Service |education|72|Unknown|https://specials-images.forbesimg.com/imageserve/5ac2576ba7ea432fbc1dc9a5/416x416.jpg?background=000000&cropX1=4&cropX2=2258&cropY1=9&cropY2=2262
1776|1831|DON GAO|1.3|0.0|Manufacturing |power tools|53|Male|https://specials-images.forbesimg.com/imageserve/5a971fefa7ea434a0c279871/416x416.jpg?background=000000&cropX1=80&cropX2=858&cropY1=571&cropY2=1348
1777|1616|GAO YUNFENG|1.3|-0.001|Manufacturing |industrial lasers|51|Unknown|https://specials-images.forbesimg.com/imageserve/5a8df770a7ea431690141002/416x416.jpg?background=000000&cropX1=187&cropX2=1715&cropY1=102&cropY2=1630
1778|6457|ANNE GITTINGER|1.3|0.0|Fashion & Retail |Nordstrom department stores|82|Unknown|https://specials-images.forbesimg.com/imageserve/5a8df770a7ea431690141002/416x416.jpg?background=000000&cropX1=187&cropX2=1715&cropY1=102&cropY2=1630
1779|9430|CLELIA HAJI-IOANNOU|1.3|0.0|Service |EasyJet|47|Female|https://specials-images.forbesimg.com/imageserve/5a8df770a7ea431690141002/416x416.jpg?background=000000&cropX1=187&cropX2=1715&cropY1=102&cropY2=1630
1780|2718|JOHN HANCOCK|1.3|0.0|Metals & Mining |trust fund|42|Male|https://specials-images.forbesimg.com/imageserve/5a7a58834bbe6f2652f4d5f8/416x416.jpg?background=000000&cropX1=1719&cropX2=3114&cropY1=133&cropY2=1529
1781|3484|RONNEN HARARY|1.3|0.0|Manufacturing |toys|46|Unknown|https://specials-images.forbesimg.com/imageserve/5a9829814bbe6f0fa8270623/416x416.jpg?background=000000&cropX1=0&cropX2=1200&cropY1=177&cropY2=1378
1782|5804|AYMAN HARIRI|1.3|0.0|Construction & Engineering |construction, investments|40|Male|https://specials-images.forbesimg.com/imageserve/5a7fc0cca7ea4316901330fe/416x416.jpg?background=000000&cropX1=704&cropX2=2590&cropY1=767&cropY2=2654
1783|7047|FAHD HARIRI|1.3|0.001|Construction & Engineering |construction, investments|37|Male|https://specials-images.forbesimg.com/imageserve/5a7fc1714bbe6f2652f53601/416x416.jpg?background=000000&cropX1=72&cropX2=1140&cropY1=13&cropY2=1082
1784|1221|SURENDRA HIRANANDANI|1.3|0.0|Real Estate |real estate|63|Male|https://specials-images.forbesimg.com/imageserve/70a10d3a91f71d517bdf998b93397feb/416x416.jpg?background=000000&cropX1=2&cropX2=566&cropY1=0&cropY2=564
1785|8589|ALAN HOWARD|1.3|0.0|Finance and Investments |hedge funds|54|Unknown|https://specials-images.forbesimg.com/imageserve/1c400b27776030240a1380c018559a12/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=31&cropY2=775
1786|6203|HU KEQIN|1.3|0.0|Diversified |chemicals|60|Unknown|https://specials-images.forbesimg.com/imageserve/589cfe944bbe6f0e55866af7/416x416.jpg?background=000000&cropX1=111&cropX2=591&cropY1=276&cropY2=756
1787|4822|ARCHIE HWANG|1.3|0.0|Technology |semiconductors|999|Male|https://specials-images.forbesimg.com/imageserve/589cfe944bbe6f0e55866af7/416x416.jpg?background=000000&cropX1=111&cropX2=591&cropY1=276&cropY2=756
1788|2586|IRWIN JACOBS|1.3|0.0|Technology |semiconductors|84|Male|https://specials-images.forbesimg.com/imageserve/5a908e2da7ea434a0c2721a1/416x416.jpg?background=000000&cropX1=441&cropX2=3707&cropY1=0&cropY2=3264
1789|5673|MITCHELL JACOBSON|1.3|0.0|Service |industrial equipment|67|Male|https://specials-images.forbesimg.com/imageserve/5a90919da7ea434a0c2721de/416x416.jpg?background=000000&cropX1=1039&cropX2=1975&cropY1=144&cropY2=1081
1790|1787|RANA KAPOOR|1.3|0.0|Finance and Investments |banking|60|Male|https://specials-images.forbesimg.com/imageserve/59d3e21f31358e542c034603/416x416.jpg?background=000000&cropX1=481&cropX2=1924&cropY1=258&cropY2=1702
1791|9432|ALEXANDER KARP|1.3|0.0|Technology |software firm|50|Male|https://specials-images.forbesimg.com/imageserve/5a8eee0da7ea431690141ab3/416x416.jpg?background=000000&cropX1=914&cropX2=2463&cropY1=177&cropY2=1725
1792|3759|RAGHUVINDER KATARIA|1.3|0.0|Finance and Investments |diversified|69|Male|https://specials-images.forbesimg.com/imageserve/56cc6d3be4b062f6b59a515b/416x416.jpg?background=000000&cropX1=8&cropX2=626&cropY1=229&cropY2=848
1793|9762|HABIL KHORAKIWALA|1.3|0.0|Healthcare |pharmaceuticals|75|Male|https://specials-images.forbesimg.com/imageserve/5a7f201f4bbe6f2652f52e46/416x416.jpg?background=000000&cropX1=79&cropX2=2442&cropY1=457&cropY2=2819
1794|1766|SIDNEY KIMMEL|1.3|0.0|Fashion & Retail |retail|90|Male|https://specials-images.forbesimg.com/imageserve/5a908cca31358e79a28a1eb7/416x416.jpg?background=000000&cropX1=447&cropX2=2035&cropY1=57&cropY2=1646
1795|1682|ANDRE KOO|1.3|0.0|Finance and Investments |financial services|51|Male|https://specials-images.forbesimg.com/imageserve/5a871ca14bbe6f2652f5c25b/416x416.jpg?background=000000&cropX1=4&cropX2=902&cropY1=83&cropY2=981
1796|8039|KOO BON-NEUNG|1.3|0.0|Manufacturing |electronics|69|Male|https://specials-images.forbesimg.com/imageserve/5b15b5614bbe6f74868b92af/416x416.jpg?background=000000&cropX1=591&cropX2=2616&cropY1=89&cropY2=2113
1797|3477|ANDREI KOSOGOV|1.3|-0.001|Energy |oil, banking, telecom|57|Unknown|https://specials-images.forbesimg.com/imageserve/5a809208a7ea4316901339df/416x416.jpg?background=000000&cropX1=6&cropX2=1302&cropY1=3&cropY2=1300
1798|9121|LEE HO-JIN|1.3|0.0|Diversified |diversified|55|Unknown|https://specials-images.forbesimg.com/imageserve/fb4206d4db22b05fd5eaa50cd0f6a15f/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=61&cropY2=802
1799|9853|SOLOMON LEW|1.3|0.001|Fashion & Retail |retail|73|Male|https://specials-images.forbesimg.com/imageserve/58a0ef894bbe6f0e55869de6/416x416.jpg?background=000000&cropX1=2&cropX2=643&cropY1=3&cropY2=644
1800|7473|RODNEY LEWIS|1.3|0.0|Energy |natural gas|63|Unknown|https://specials-images.forbesimg.com/imageserve/5a90ad9fa7ea434a0c2723c6/416x416.jpg?background=000000&cropX1=118&cropX2=1352&cropY1=238&cropY2=1473
1801|6719|LI JIAQUAN|1.3|0.0|Manufacturing |chemicals|54|Unknown|https://specials-images.forbesimg.com/imageserve/5a90ad9fa7ea434a0c2723c6/416x416.jpg?background=000000&cropX1=118&cropX2=1352&cropY1=238&cropY2=1473
1802|8676|LIN FANLIAN|1.3|0.0|Energy |gas|57|Male|https://specials-images.forbesimg.com/imageserve/5a90ad9fa7ea434a0c2723c6/416x416.jpg?background=000000&cropX1=118&cropX2=1352&cropY1=238&cropY2=1473
1803|6911|LIN JIANHUA|1.3|0.0|Manufacturing |solar panel components|55|Male|https://specials-images.forbesimg.com/imageserve/56c704e4e4b062f6b59a187d/416x416.jpg?background=000000&cropX1=0&cropX2=742&cropY1=208&cropY2=951
1804|5192|LIN TIANFU|1.3||Fashion & Retail |footwear, apparel|55|Male|https://specials-images.forbesimg.com/imageserve/5628f9d6e4b0ffa7afe624d4/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=3&cropY2=669
1805|9583|LOUISE LINDH|1.3|0.0|Diversified |investments|38|Unknown|https://specials-images.forbesimg.com/imageserve/5628f9d6e4b0ffa7afe624d4/416x416.jpg?background=000000&cropX1=79&cropX2=744&cropY1=3&cropY2=669
1806|1731|LIU BAOLIN|1.3|0.0|Fashion & Retail |pharmacies|65|Male|https://specials-images.forbesimg.com/imageserve/0cbb1af7d866aae7ae316d58d6f367e8/416x416.jpg?background=000000&cropX1=81&cropX2=741&cropY1=5&cropY2=666
1807|5872|JOSE LLADO FERNANDEZ-URRUTIA|1.3|0.0|Construction & Engineering |construction|84|Male|https://specials-images.forbesimg.com/imageserve/5a811241a7ea431690134020/416x416.jpg?background=000000&cropX1=849&cropX2=3365&cropY1=0&cropY2=2517
